Title,Company,Location,Experience,Experience_Min,Experience_Max,Salary,Salary_Min,Salary_Max,Skills,Job_Category,Keyword,Source,Posted_Date,Work_Mode,Job_Link,Role_Category
Etl Developer,Tata Consultancy Services,"Pune, Chennai",4-9 Yrs,4.0,9.0,Not Available,,,"Development, ETL, Etl Development, Etl Pipelines, Pipeline, SQL, SSIS",ETL / Data Integration,Etl,Naukri,3 days ago,On-site,https://www.naukri.com/job-listings-etl-developer-tata-consultancy-services-pune-chennai-4-to-9-years-280726020962,ETL / Data Integration
Etl Test Engineer,Tata Consultancy Services,"Hyderabad, Bengaluru",5-9 Yrs,5.0,9.0,Not Available,,,"Big Data, Big Data Testing, ETL, Etl Testing, Hadoop, Hadoop Testing, Hive, PySpark",ETL / Data Integration,Etl,Naukri,3 weeks ago,On-site,https://www.naukri.com/job-listings-etl-test-engineer-tata-consultancy-services-hyderabad-bengaluru-5-to-9-years-090726008061,ETL / Data Integration
Etl Testing Engineer,Tata Consultancy Services,"Hyderabad, Bengaluru",5-10 Yrs,5.0,10.0,Not Available,,,"Data Validation, Data Warehouse Testing, Data Warehousing, Dwh Testing, ETL, Etl Testing, Software Testing, Warehouse",ETL / Data Integration,Etl,Naukri,4 days ago,On-site,https://www.naukri.com/job-listings-etl-testing-engineer-tata-consultancy-services-hyderabad-bengaluru-5-to-10-years-260726004179,ETL / Data Integration
Etl Testing Engineer,Tata Consultancy Services,Bengaluru,4-6 Yrs,4.0,6.0,Not Available,,,"Azure Sql, Data, Data Bricks, Data Warehousing, Etl Testing, Python, SQL, Sql Azure",ETL / Data Integration,Etl,Naukri,2 weeks ago,On-site,https://www.naukri.com/job-listings-etl-testing-engineer-tata-consultancy-services-bengaluru-4-to-6-years-150726011680,ETL / Data Integration
GCP-Data Engineering,Tata Consultancy Services,"Hyderabad, Chennai, Bengaluru",6-8 Yrs,6.0,8.0,Not Available,,,"Apache Airflow, Bigquery, Data Flow, Dataproc, Google Cloud, Pubsub, PySpark, Python",Data Engineering,Data Engineer,Naukri,2 days ago,On-site,https://www.naukri.com/job-listings-gcp-data-engineering-tata-consultancy-services-hyderabad-chennai-bengaluru-6-to-8-years-290726000053,Data Engineering
"Gcp Developer - BigQuery SQL, Looker, LookML",Tata Consultancy Services,Bengaluru,4-8 Yrs,4.0,8.0,3-8 Lacs PA,3.0,8.0,"Bigquery, Cloud Platform, Cloud Platforms, Google, Google Cloud Platforms, Looker, Lookml, SQL",Software Development,Sql,Naukri,1 week ago,On-site,https://www.naukri.com/job-listings-gcp-developer-bigquery-sql-looker-lookml-tata-consultancy-services-bengaluru-4-to-8-years-200726002120,Software Development
Gen AI Data Scientist,Tata Consultancy Services,"Hyderabad, Pune, Bengaluru",5-10 Yrs,5.0,10.0,Not Available,,,"Aiml, Artificial Intelligence, Data, Data Science, Gen Ai Data Scientist, Machine, Machine Learning, Python",Data Scientist,Data Scientist,Naukri,2 weeks ago,On-site,https://www.naukri.com/job-listings-gen-ai-data-scientist-tata-consultancy-services-hyderabad-pune-bengaluru-5-to-10-years-130726034083,Data Scientist
GenAI Data Scientist - PAN INDIA,Tata Consultancy Services,"Hyderabad, Bengaluru, Delhi / NCR",4-9 Yrs,4.0,9.0,Not Available,,,"AWS, Artificial Intelligence, Azure, Data Science, Generative Ai, Google Cloud, Machine Learning, Python",Data Scientist,Data Scientist,Naukri,3 weeks ago,On-site,https://www.naukri.com/job-listings-genai-data-scientist-pan-india-tata-consultancy-services-hyderabad-bengaluru-delhi-ncr-4-to-9-years-150526030743,Data Scientist
GenAI Data scientist,Tata Consultancy Services,"Kolkata, Hyderabad, Bengaluru",5-10 Yrs,5.0,10.0,Not Available,,,"Artificial Intelligence, Genai, Generative Ai, Langchain, Llm, Machine Learning, Python, Rag",Data Scientist,Data Scientist,Naukri,1 week ago,On-site,https://www.naukri.com/job-listings-genai-data-scientist-tata-consultancy-services-kolkata-hyderabad-bengaluru-5-to-10-years-210726015537,Data Scientist
"GenAI, LLM, NLP Data Scientist",Tata Consultancy Services,Hyderabad,5-10 Yrs,5.0,10.0,Not Available,,,"Data, Data Science, Genai, Llm, Natural Language Processing, Nlp Data Scientist, Science",Data Scientist,Data Scientist,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-genai-llm-nlp-data-scientist-tata-consultancy-services-hyderabad-5-to-10-years-010726014569,Data Scientist
Google Data Engineer,Tata Consultancy Services,"Chennai, Bengaluru",5-10 Yrs,5.0,10.0,Not Available,,,"Bigquery, Data, Data Engineering, Google Cloud, Kafka, PySpark, Python, SQL",Data Engineering,Data Engineer,Naukri,Today,On-site,https://www.naukri.com/job-listings-google-data-engineer-tata-consultancy-services-chennai-bengaluru-5-to-10-years-130126015659,Data Engineering
"Hadoop, Spark, Scala Data Engineer",Tata Consultancy Services,"Hyderabad, Chennai, Bengaluru",5-10 Yrs,5.0,10.0,Not Available,,,"Apache Spark, Data, Data Engineering, Hadoop, Hive, PySpark, Python, Scala",Data Engineering,Data Engineer,Naukri,5 days ago,On-site,https://www.naukri.com/job-listings-hadoop-spark-scala-data-engineer-tata-consultancy-services-hyderabad-chennai-bengaluru-5-to-10-years-260726002872,Data Engineering
Machine Learning Developer,Tata Consultancy Services,Bengaluru,5-10 Yrs,5.0,10.0,3-8 Lacs PA,3.0,8.0,"Artificial Intelligence, Digital Signal Processing, Machine Learning Algorithms, Predictive Modeling, PyTorch, Senior Machine Learning Engineer, Signal Analytics, TensorFlow",Machine Learning / AI,Machine Learning,Naukri,2 weeks ago,On-site,https://www.naukri.com/job-listings-machine-learning-developer-tata-consultancy-services-bengaluru-5-to-10-years-150726024921,Machine Learning / AI
Machine Learning Engineer,Tata Consultancy Services,"Kolkata, Chennai, Delhi / NCR",7-12 Yrs,7.0,12.0,Not Available,,,"Deep Learning, Langchain, Machine, Machine Learning, Mlops, Natural Language Processing, Processing, Python",Machine Learning / AI,Machine Learning,Naukri,3 days ago,On-site,https://www.naukri.com/job-listings-machine-learning-engineer-tata-consultancy-services-kolkata-chennai-delhi-ncr-7-to-12-years-280726023235,Machine Learning / AI
Microsoft Power Bi Developer,Tata Consultancy Services,Kolkata,4-8 Yrs,4.0,8.0,3-7 Lacs PA,3.0,7.0,"Ai Builder, Connectors, Json, Openai, Power Platform, Rest Apis, Workflow Automation, Workflow Expressions",Business Intelligence,Power Bi,Naukri,3 weeks ago,On-site,https://www.naukri.com/job-listings-microsoft-power-bi-developer-tata-consultancy-services-kolkata-4-to-8-years-060726002326,Business Intelligence
Neo4j Data Engineer,Tata Consultancy Services,"Noida, Hyderabad, Pune",5-10 Yrs,5.0,10.0,Not Available,,,"Cypher, Data, Data Engineering, ETL, Elt, Graph Db Modelling, Modeling, Neo4J",Data Engineering,Data Engineer,Naukri,Few hours ago,On-site,https://www.naukri.com/job-listings-neo4j-data-engineer-tata-consultancy-services-noida-hyderabad-pune-5-to-10-years-310726018076,Data Engineering
Oracle Sql Developer,Tata Consultancy Services,"Kolkata, Chennai",6-8 Yrs,6.0,8.0,Not Available,,,"Development, Oracle, Oracle Pl, Oracle SQL, PL/SQL, SQL",SQL / Database,Sql,Naukri,1 week ago,On-site,https://www.naukri.com/job-listings-oracle-sql-developer-tata-consultancy-services-kolkata-chennai-6-to-8-years-200726019827,SQL / Database
PLX + PL/SQL developer,Tata Consultancy Services,Bengaluru,8-12 Yrs,8.0,12.0,Not Available,,,"AWS, Development, PL/SQL, Plsql Development, Plx, SQL, Sql Developer, Sql Development",SQL / Database,Sql,Naukri,1 week ago,On-site,https://www.naukri.com/job-listings-plx-pl-sql-developer-tata-consultancy-services-bengaluru-8-to-12-years-210726024042,SQL / Database
Power BI ( Senior Report Developer ),Tata Consultancy Services,Noida,8-12 Yrs,8.0,12.0,Not Available,,,"Birt, Dax, Power BI, Power Bi Reports, Powershell, Powershell Scripting, Reporting, SQL",Business Intelligence,Power Bi,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-power-bi-senior-report-developer-tata-consultancy-services-noida-8-to-12-years-110526028604,Business Intelligence
Power BI Developer - 17 April (Friday) - Virtual Interview - Pan India,Tata Consultancy Services,"Hyderabad, India, Bengaluru",7-12 Yrs,7.0,12.0,Not Available,,,"BI, Desktop, Microsoft, Microsoft Power Bi, Power BI, Power Bi Dashboards, Power Bi Desktop, Power Bi Reports",Business Intelligence,Power Bi,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-power-bi-developer-17-april-friday-virtual-interview-pan-india-tata-consultancy-services-hyderabad-bengaluru-india-7-to-12-years-150426034803,Business Intelligence
Power BI Developer- F2F discussion - Vizag,Tata Consultancy Services,Visakhapatnam,5-10 Yrs,5.0,10.0,Not Available,,,"BI, Data, Data Visualization, Development, Power BI, Qlik, QlikView, SQL",Business Intelligence,Power Bi,Naukri,6 days ago,On-site,https://www.naukri.com/job-listings-power-bi-developer-f2f-discussion-vizag-tata-consultancy-services-visakhapatnam-5-to-10-years-240726032985,Business Intelligence
Power BI( Report Developer) - 21st May - Virtual Drive - Noida,Tata Consultancy Services,Noida,8-13 Yrs,8.0,13.0,Not Available,,,"Business Intelligence, Business Intelligence Reporting, Dashboards, Drives, Intelligence, Power BI, Report Development, Reporting",Business Intelligence,Power Bi,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-power-bi-report-developer-21st-may-virtual-drive-noida-tata-consultancy-services-noida-8-to-13-years-180526011536,Business Intelligence
Power BI( Report Developer) - 27 May (Wed) - Virtual Drive - Noida,Tata Consultancy Services,Noida,8-13 Yrs,8.0,13.0,Not Available,,,"BI, Business Intelligence Reporting, Dashboards, Data, Data Visualization, Drives, Power BI, Reporting Tools",Business Intelligence,Power Bi,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-power-bi-report-developer-27-may-wed-virtual-drive-noida-tata-consultancy-services-noida-8-to-13-years-250526001651,Business Intelligence
Power Bi Architect,Tata Consultancy Services,"Pune, Chennai, Bengaluru",8-13 Yrs,8.0,13.0,Not Available,,,"Amazon Redshift, Data Visualization, Dax, Dax Queries, Microsoft Power Bi, Power BI, Power Bi Reports, Power Query",Business Intelligence,Power Bi,Naukri,2 weeks ago,On-site,https://www.naukri.com/job-listings-power-bi-architect-tata-consultancy-services-pune-chennai-bengaluru-8-to-13-years-150726026460,Business Intelligence
Power Bi Architect - 26 Feb (Thursday)- Virtual Interview - Pan India,Tata Consultancy Services,"Hyderabad, Delhi / NCR, Mumbai (All Areas)",10-15 Yrs,10.0,15.0,Not Available,,,"Dax, Desktop, Interviewing, Power BI, Power Bi Dashboards, Power Bi Desktop, Power Bi Reports, Reporting",Business Intelligence,Power Bi,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-power-bi-architect-26-feb-thursday-virtual-interview-pan-india-tata-consultancy-services-hyderabad-delhi-ncr-mumbai-all-areas-10-to-15-years-051225007125,Business Intelligence
Power Bi Developer,Tata Consultancy Services,Visakhapatnam,5-10 Yrs,5.0,10.0,Not Available,,,"Birt, Dashboards, Microsoft, Microsoft Power Bi, Power BI, Power Bi Dashboards, Power Bi Reports, Reporting",Business Intelligence,Power Bi,Naukri,2 days ago,On-site,https://www.naukri.com/job-listings-power-bi-developer-tata-consultancy-services-visakhapatnam-5-to-10-years-250726011171,Business Intelligence
Power Bi Developer,Tata Consultancy Services,Visakhapatnam(Ravindra Nagar +1),5-10 Yrs,5.0,10.0,Not Available,,,"BI, Bi Development, Dax, Desktop, Development, Power BI, Power Bi Desktop, SQL",Business Intelligence,Power Bi,Naukri,4 days ago,On-site,https://www.naukri.com/job-listings-power-bi-developer-tata-consultancy-services-visakhapatnam-5-to-10-years-270726006204,Business Intelligence
Power Bi Developer,Tata Consultancy Services,Mumbai (All Areas),8-11 Yrs,8.0,11.0,Not Available,,,"Azure Data Factory, Dax Queries, Development, Factory, Microsoft Azure, Power BI, Python, SQL",Business Intelligence,Power Bi,Naukri,3 days ago,On-site,https://www.naukri.com/job-listings-power-bi-developer-tata-consultancy-services-mumbai-all-areas-8-to-11-years-280726017706,Business Intelligence
Power Bi Developer,Tata Consultancy Services,"Hyderabad, Pune",7-12 Yrs,7.0,12.0,Not Available,,,"BI, Desktop, Development, Power BI, Power Bi Desktop, Power Bi Reports, Reporting, Tableau",Business Intelligence,Power Bi,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-power-bi-developer-tata-consultancy-services-hyderabad-pune-7-to-12-years-020726017476,Business Intelligence
Power Bi Developer,Tata Consultancy Services,Mumbai,4-8 Yrs,4.0,8.0,Not Available,,,"Dashboards, Dax, Dax Queries, Microsoft, Microsoft Power Bi, Power BI, Power Query, Semantic",Business Intelligence,Power Bi,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-power-bi-developer-tata-consultancy-services-mumbai-4-to-8-years-300626032229,Business Intelligence
Power Bi Developer,Tata Consultancy Services,Noida,5-8 Yrs,5.0,8.0,Not Available,,,"Birt, Desktop, Power BI, Power Bi Desktop, Power Bi Reports, Power Query, Reporting, Tableau",Business Intelligence,Power Bi,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-power-bi-developer-tata-consultancy-services-noida-5-to-8-years-180626031551,Business Intelligence
Power Bi Developer - 19 March (Thursday)- Virtual Interview-Pan India,Tata Consultancy Services,"India, Bengaluru, Delhi / NCR",4-6 Yrs,4.0,6.0,Not Available,,,"Business Intelligence, Dashboards, Data Visualization, Dax, Dax Queries, Power BI, SQL, Tableau",Business Intelligence,Power Bi,Naukri,1 week ago,On-site,https://www.naukri.com/job-listings-power-bi-developer-19-march-thursday-virtual-interview-pan-india-tata-consultancy-services-bengaluru-delhi-ncr-india-4-to-6-years-050126003225,Business Intelligence
Power Bi Developer - 21st March (Saturday) - Virtual Interview,Tata Consultancy Services,India,4-9 Yrs,4.0,9.0,Not Available,,,"Data Visualization, Dax, Dax Queries, Microsoft Power Bi, Power BI, Power Bi Dashboards, Power Bi Desktop, Power Bi Reports",Business Intelligence,Power Bi,Naukri,1 week ago,On-site,https://www.naukri.com/job-listings-power-bi-developer-21st-march-saturday-virtual-interview-tata-consultancy-services-india-4-to-9-years-190326030208,Business Intelligence
Power Bi Developer - 2nd April- Virtual Interview,Tata Consultancy Services,"India, Bengaluru, Delhi / NCR",5-10 Yrs,5.0,10.0,Not Available,,,"BI, Business Intelligence Reporting, Dashboards, Data Analytics, Data Reporting, Data Visualization, Intelligence, Power BI",Business Intelligence,Power Bi,Naukri,6 days ago,On-site,https://www.naukri.com/job-listings-power-bi-developer-2nd-april-virtual-interview-tata-consultancy-services-bengaluru-delhi-ncr-india-5-to-10-years-110326036987,Business Intelligence
Power Bi Developer - Inperson Interview @Kochi - 25th Apr (Saturday),Tata Consultancy Services,Kochi,3-8 Yrs,3.0,8.0,Not Available,,,"Analytics, Business Intelligence Reporting, Dashboards, Data Analytics, Data Visualization, Interviewing, Power BI, Reporting Tools",Business Intelligence,Power Bi,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-power-bi-developer-inperson-interview-kochi-25th-apr-saturday-tata-consultancy-services-kochi-3-to-8-years-170426004810,Business Intelligence
Pyspark Data Engineer,Tata Consultancy Services,"Hyderabad, Bengaluru",7-12 Yrs,7.0,12.0,Not Available,,,"AWS, Big Data, Data, Data Engineer, Data Engineering, Hadoop, PySpark, Python",Data Engineering,Data Engineer,Naukri,1 day ago,On-site,https://www.naukri.com/job-listings-pyspark-data-engineer-tata-consultancy-services-hyderabad-bengaluru-7-to-12-years-300726013139,Data Engineering
Python Developer,Tata Consultancy Services,"Hyderabad, Pune, Bengaluru",7-12 Yrs,7.0,12.0,Not Available,,,"Django, Django Rest Framework, Fast Api, Pandas Numpy, Python, Scikit, Scikit-Learn, Scripting",Python Development,Python,Naukri,2 weeks ago,On-site,https://www.naukri.com/job-listings-python-developer-tata-consultancy-services-hyderabad-pune-bengaluru-7-to-12-years-160726032231,Python Development
Python Developer-6+Years-Pune/Kolkata-24th Jul (Fri)-Video Interview,Tata Consultancy Services,"Kolkata, Pune",6-11 Yrs,6.0,11.0,Not Available,,,"Framework, GitHub, Interviewing, Python, Python Framework, SQL, Video",Python Development,Python,Naukri,1 week ago,On-site,https://www.naukri.com/job-listings-python-developer-6-years-pune-kolkata-24th-jul-fri-video-interview-tata-consultancy-services-kolkata-pune-6-to-11-years-210726010918,Python Development
Python GenAI Developer,Tata Consultancy Services,"Pune, Chennai, Bengaluru",6-10 Yrs,6.0,10.0,12-20 Lacs PA,12.0,20.0,"Cloud, Flask, Generative Ai, Langchain, Langgraph, Python Development, Vertex, Vertex Ai",Software Development,Python,Naukri,2 weeks ago,On-site,https://www.naukri.com/job-listings-python-genai-developer-tata-consultancy-services-pune-chennai-bengaluru-6-to-10-years-160726037281,Software Development
Python PySpark Developer,Tata Consultancy Services,"Chennai, Bengaluru",5-10 Yrs,5.0,10.0,Not Available,,,"Apache Spark, Development, PySpark, Python, SQL",Software Development,Python,Naukri,1 week ago,On-site,https://www.naukri.com/job-listings-python-pyspark-developer-tata-consultancy-services-chennai-bengaluru-5-to-10-years-220726002250,Software Development
"Python developer( SQL, REST API, ETL) - Virtual Interview - 31 Dec",Tata Consultancy Services,"Kolkata, Bengaluru, Mumbai (All Areas)",4-9 Yrs,4.0,9.0,Not Available,,,"API, Dec, ETL, Interviewing, Python, Python Development, Rest, SQL",ETL / Data Integration,Sql,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-python-developer-sql-rest-api-etl-virtual-interview-31-dec-tata-consultancy-services-kolkata-bengaluru-mumbai-all-areas-4-to-9-years-291225014397,ETL / Data Integration
Regulatory Reporting Analyst,Tata Consultancy Services,"Chennai, Bengaluru",5-10 Yrs,5.0,10.0,Not Available,,,"Capital Adequacy, Liquidity, Liquidity Reporting, Reg Reporting, Regulatory, Regulatory Reporting, Reporting",Business Intelligence,Reporting Analyst,Naukri,2 days ago,On-site,https://www.naukri.com/job-listings-regulatory-reporting-analyst-tata-consultancy-services-chennai-bengaluru-5-to-10-years-290726011853,Business Intelligence
